product_id,category_id,sku,name,slug,description,price,cost,status,created_at,updated_at
265,10,EHSB-4692,Echo Heavy-Duty Sleeping Bag,echo-heavy-duty-sleeping-bag,The high-performance Echo Heavy-Duty Sleeping Bag designed for optimal durability and style.,366.48,221.6,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
266,8,VCB-9683,Vortex Comfort Bookshelf,vortex-comfort-bookshelf,The high-performance Vortex Comfort Bookshelf designed for optimal durability and style.,240.1,168.91,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
267,6,SLB-9775,Stellar Lite Blouse,stellar-lite-blouse,The high-performance Stellar Lite Blouse designed for optimal durability and style.,257.74,184.73,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
268,8,AWCT-4555,Apex Wireless Coffee Table,apex-wireless-coffee-table,The high-performance Apex Wireless Coffee Table designed for optimal durability and style.,742.52,428.03,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
269,2,UPN-8846,Ultra Premium Notebook,ultra-premium-notebook,The high-performance Ultra Premium Notebook designed for optimal durability and style.,1830.17,1110.67,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
270,3,ELL-7236,Echo Lite Lock,echo-lite-lock,The high-performance Echo Lite Lock designed for optimal durability and style.,121.9,75.04,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
271,6,HWJ-6246,Horizon Wireless Jeans,horizon-wireless-jeans,The high-performance Horizon Wireless Jeans designed for optimal durability and style.,321.3,216.31,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
272,3,TSP-5272,Terra Smart Plug,terra-smart-plug,The high-performance Terra Smart Plug designed for optimal durability and style.,142.79,89.69,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
273,3,TPS-5026,Titan Premium Switch,titan-premium-switch,The high-performance Titan Premium Switch designed for optimal durability and style.,129.83,79.78,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
274,10,HABH-8550,Horizon Active Bike Helmet,horizon-active-bike-helmet,The high-performance Horizon Active Bike Helmet designed for optimal durability and style.,208.53,122.85,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
275,6,NPD-9584,Nexus Portable Dress,nexus-portable-dress,The high-performance Nexus Portable Dress designed for optimal durability and style.,26.33,15.28,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
276,10,ACT-4791,Apex Comfort Treadmill,apex-comfort-treadmill,The high-performance Apex Comfort Treadmill designed for optimal durability and style.,89.02,64.72,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
277,2,SADP-8993,Sierra Active Desktop PC,sierra-active-desktop-pc,The high-performance Sierra Active Desktop PC designed for optimal durability and style.,46.23,29.52,draft,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
278,9,MPCM-1280,Matrix Portable Coffee Maker,matrix-portable-coffee-maker,The high-performance Matrix Portable Coffee Maker designed for optimal durability and style.,311.29,188.78,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
279,3,QWT-4948,Quantum Wireless Thermostat,quantum-wireless-thermostat,The high-performance Quantum Wireless Thermostat designed for optimal durability and style.,56.06,35.86,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
280,6,QLYP-8520,Quantum Lite Yoga Pants,quantum-lite-yoga-pants,The high-performance Quantum Lite Yoga Pants designed for optimal durability and style.,204.28,113.8,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
281,10,QAYM-2531,Quantum Active Yoga Mat,quantum-active-yoga-mat,The high-performance Quantum Active Yoga Mat designed for optimal durability and style.,491.09,329.9,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
282,9,NWAF-8109,Nexus Wireless Air Fryer,nexus-wireless-air-fryer,The high-performance Nexus Wireless Air Fryer designed for optimal durability and style.,394.05,268.86,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
283,8,APCT-8790,Apex Premium Coffee Table,apex-premium-coffee-table,The high-performance Apex Premium Coffee Table designed for optimal durability and style.,439.44,249.39,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
284,8,SAS-3938,Sierra Active Sofa,sierra-active-sofa,The high-performance Sierra Active Sofa designed for optimal durability and style.,1396.36,958.22,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
285,10,SCD-5903,Stellar Comfort Dumbbells,stellar-comfort-dumbbells,The high-performance Stellar Comfort Dumbbells designed for optimal durability and style.,201.64,141.98,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
286,8,TCBF-3292,Titan Comfort Bed Frame,titan-comfort-bed-frame,The high-performance Titan Comfort Bed Frame designed for optimal durability and style.,1195.17,726.7,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
287,3,SWLB-7499,Stellar Wireless Light Bulb,stellar-wireless-light-bulb,The high-performance Stellar Wireless Light Bulb designed for optimal durability and style.,242.54,165.76,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
288,6,HPT-7150,Horizon Premium Trenchcoat,horizon-premium-trenchcoat,The high-performance Horizon Premium Trenchcoat designed for optimal durability and style.,159.67,97.37,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
289,8,MPN-2204,Matrix Premium Nightstand,matrix-premium-nightstand,The high-performance Matrix Premium Nightstand designed for optimal durability and style.,164.37,119.36,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
290,9,VLCM-2745,Vortex Lite Coffee Maker,vortex-lite-coffee-maker,The high-performance Vortex Lite Coffee Maker designed for optimal durability and style.,73.08,41.25,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
291,2,NWT-8061,Nexus Wireless Tablet,nexus-wireless-tablet,The high-performance Nexus Wireless Tablet designed for optimal durability and style.,905.95,574.34,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
292,5,EWH-7311,Echo Wireless Hoodie,echo-wireless-hoodie,The high-performance Echo Wireless Hoodie designed for optimal durability and style.,15.55,10.32,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
293,8,UEB-3778,Ultra Ergonomic Bookshelf,ultra-ergonomic-bookshelf,The high-performance Ultra Ergonomic Bookshelf designed for optimal durability and style.,1042.13,752.58,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
294,3,QSS-5521,Quantum Smart Switch,quantum-smart-switch,The high-performance Quantum Smart Switch designed for optimal durability and style.,111.06,72.02,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
295,3,TAH-4203,Terra Active Hub,terra-active-hub,The high-performance Terra Active Hub designed for optimal durability and style.,119.89,87.66,discontinued,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
296,6,TEYP-6399,Titan Ergonomic Yoga Pants,titan-ergonomic-yoga-pants,The high-performance Titan Ergonomic Yoga Pants designed for optimal durability and style.,162.47,107.22,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
297,8,NPDT-4290,Nexus Pro Dining Table,nexus-pro-dining-table,The high-performance Nexus Pro Dining Table designed for optimal durability and style.,741.96,534.24,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
298,8,NPDT-7161,Nova Premium Dining Table,nova-premium-dining-table,The high-performance Nova Premium Dining Table designed for optimal durability and style.,452.84,267.49,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
299,3,SPT-1440,Sierra Portable Thermostat,sierra-portable-thermostat,The high-performance Sierra Portable Thermostat designed for optimal durability and style.,238.72,155.94,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
300,5,SWB-9180,Stellar Wireless Blazer,stellar-wireless-blazer,The high-performance Stellar Wireless Blazer designed for optimal durability and style.,52.08,35.88,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
301,6,NCB-8357,Nova Comfort Blouse,nova-comfort-blouse,The high-performance Nova Comfort Blouse designed for optimal durability and style.,346.88,225.3,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
302,10,TCYM-6890,Terra Comfort Yoga Mat,terra-comfort-yoga-mat,The high-performance Terra Comfort Yoga Mat designed for optimal durability and style.,844.35,494.89,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
303,2,NPK-3725,Nova Premium Keyboard,nova-premium-keyboard,The high-performance Nova Premium Keyboard designed for optimal durability and style.,1299.29,982.71,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
304,6,NLYP-2735,Nova Lite Yoga Pants,nova-lite-yoga-pants,The high-performance Nova Lite Yoga Pants designed for optimal durability and style.,18.53,12.96,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
305,8,TECT-8303,Terra Ergonomic Coffee Table,terra-ergonomic-coffee-table,The high-performance Terra Ergonomic Coffee Table designed for optimal durability and style.,589.34,384.8,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
306,3,TCH-2712,Titan Classic Hub,titan-classic-hub,The high-performance Titan Classic Hub designed for optimal durability and style.,80.9,45.96,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
307,9,NLCM-6620,Nexus Lite Coffee Maker,nexus-lite-coffee-maker,The high-performance Nexus Lite Coffee Maker designed for optimal durability and style.,284.09,202.42,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
308,2,MCN-1370,Matrix Classic Notebook,matrix-classic-notebook,The high-performance Matrix Classic Notebook designed for optimal durability and style.,1700.62,1047.19,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
309,9,UPB-3623,Ultra Portable Blender,ultra-portable-blender,The high-performance Ultra Portable Blender designed for optimal durability and style.,211.97,140.08,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
310,9,NSK-8080,Nexus Smart Kettle,nexus-smart-kettle,The high-performance Nexus Smart Kettle designed for optimal durability and style.,249.44,149.48,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
311,6,VCS-4371,Vortex Classic Skirt,vortex-classic-skirt,The high-performance Vortex Classic Skirt designed for optimal durability and style.,108.25,65.53,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
312,10,SPT-6993,Stellar Portable Treadmill,stellar-portable-treadmill,The high-performance Stellar Portable Treadmill designed for optimal durability and style.,396.57,259.4,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
313,8,SLB-7367,Summit Lite Bookshelf,summit-lite-bookshelf,The high-performance Summit Lite Bookshelf designed for optimal durability and style.,934.45,586.41,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
314,8,NAN-5873,Nexus Active Nightstand,nexus-active-nightstand,The high-performance Nexus Active Nightstand designed for optimal durability and style.,1381.68,866.21,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
315,3,MWT-7116,Matrix Wireless Thermostat,matrix-wireless-thermostat,The high-performance Matrix Wireless Thermostat designed for optimal durability and style.,176.42,113.42,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
316,6,VSJ-9804,Vortex Smart Jeans,vortex-smart-jeans,The high-performance Vortex Smart Jeans designed for optimal durability and style.,247.3,152.41,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
317,6,MSL-6154,Matrix Smart Leggings,matrix-smart-leggings,The high-performance Matrix Smart Leggings designed for optimal durability and style.,297.07,184.55,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
318,6,NPYP-9281,Nexus Premium Yoga Pants,nexus-premium-yoga-pants,The high-performance Nexus Premium Yoga Pants designed for optimal durability and style.,233.78,155.38,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
319,6,HSB-1505,Horizon Smart Blouse,horizon-smart-blouse,The high-performance Horizon Smart Blouse designed for optimal durability and style.,281.62,199.69,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
320,5,NHP-9369,Nexus Heavy-Duty Polo,nexus-heavy-duty-polo,The high-performance Nexus Heavy-Duty Polo designed for optimal durability and style.,44.6,32.86,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
321,5,ECP-9951,Echo Classic Polo,echo-classic-polo,The high-performance Echo Classic Polo designed for optimal durability and style.,74.94,49.54,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
322,3,MCH-5305,Matrix Classic Hub,matrix-classic-hub,The high-performance Matrix Classic Hub designed for optimal durability and style.,93.66,54.82,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
323,10,NPSB-6744,Nova Premium Sleeping Bag,nova-premium-sleeping-bag,The high-performance Nova Premium Sleeping Bag designed for optimal durability and style.,1034.37,644.41,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
324,10,UPYM-6747,Ultra Premium Yoga Mat,ultra-premium-yoga-mat,The high-performance Ultra Premium Yoga Mat designed for optimal durability and style.,642.48,401.94,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
325,5,MES-9428,Matrix Ergonomic Sweater,matrix-ergonomic-sweater,The high-performance Matrix Ergonomic Sweater designed for optimal durability and style.,295.82,180.42,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
326,10,VCT-3078,Vortex Classic Tent,vortex-classic-tent,The high-performance Vortex Classic Tent designed for optimal durability and style.,844.1,617.78,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
327,6,NEC-7786,Nexus Ergonomic Cardigan,nexus-ergonomic-cardigan,The high-performance Nexus Ergonomic Cardigan designed for optimal durability and style.,140.68,105.16,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
328,6,EPT-8449,Echo Pro Trenchcoat,echo-pro-trenchcoat,The high-performance Echo Pro Trenchcoat designed for optimal durability and style.,333.34,227.75,discontinued,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
329,10,SWBH-6869,Stellar Wireless Bike Helmet,stellar-wireless-bike-helmet,The high-performance Stellar Wireless Bike Helmet designed for optimal durability and style.,1021.33,601.55,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
330,10,UHT-6289,Ultra Heavy-Duty Tent,ultra-heavy-duty-tent,The high-performance Ultra Heavy-Duty Tent designed for optimal durability and style.,995.39,677.65,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
331,6,NLD-1752,Nova Lite Dress,nova-lite-dress,The high-performance Nova Lite Dress designed for optimal durability and style.,48.36,28.58,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
332,2,VPT-5945,Vortex Premium Tablet,vortex-premium-tablet,The high-performance Vortex Premium Tablet designed for optimal durability and style.,330.57,187.15,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
333,5,QLJ-1848,Quantum Lite Jeans,quantum-lite-jeans,The high-performance Quantum Lite Jeans designed for optimal durability and style.,126.15,86.84,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
334,9,QWT-4496,Quantum Wireless Toaster,quantum-wireless-toaster,The high-performance Quantum Wireless Toaster designed for optimal durability and style.,296.55,217.04,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
335,2,ALN-7919,Apex Lite Notebook,apex-lite-notebook,The high-performance Apex Lite Notebook designed for optimal durability and style.,1392.65,904.99,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
336,10,QWB-7022,Quantum Wireless Backpack,quantum-wireless-backpack,The high-performance Quantum Wireless Backpack designed for optimal durability and style.,1058.14,773.18,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
337,3,SAT-2120,Summit Active Thermostat,summit-active-thermostat,The high-performance Summit Active Thermostat designed for optimal durability and style.,137.32,105.29,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
338,9,UAK-3480,Ultra Active Kettle,ultra-active-kettle,The high-performance Ultra Active Kettle designed for optimal durability and style.,553.54,344.23,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
339,2,NWM-6759,Nexus Wireless Mouse,nexus-wireless-mouse,The high-performance Nexus Wireless Mouse designed for optimal durability and style.,1927.05,1322.39,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
340,2,UPM-1439,Ultra Portable Monitor,ultra-portable-monitor,The high-performance Ultra Portable Monitor designed for optimal durability and style.,1698.07,1042.27,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
341,8,UCDT-1894,Ultra Comfort Dining Table,ultra-comfort-dining-table,The high-performance Ultra Comfort Dining Table designed for optimal durability and style.,1185.43,698.59,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
342,3,HAC-9655,Horizon Active Camera,horizon-active-camera,The high-performance Horizon Active Camera designed for optimal durability and style.,223.29,170.97,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
343,6,SEYP-6986,Stellar Ergonomic Yoga Pants,stellar-ergonomic-yoga-pants,The high-performance Stellar Ergonomic Yoga Pants designed for optimal durability and style.,198.03,142.84,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
344,2,AEN-1225,Apex Ergonomic Notebook,apex-ergonomic-notebook,The high-performance Apex Ergonomic Notebook designed for optimal durability and style.,535.44,405.66,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
345,8,MAN-9209,Matrix Active Nightstand,matrix-active-nightstand,The high-performance Matrix Active Nightstand designed for optimal durability and style.,1161.15,768.06,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
346,8,SSDT-2369,Sierra Smart Dining Table,sierra-smart-dining-table,The high-performance Sierra Smart Dining Table designed for optimal durability and style.,495.91,318.78,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
347,8,TCB-2083,Titan Comfort Bookshelf,titan-comfort-bookshelf,The high-performance Titan Comfort Bookshelf designed for optimal durability and style.,496.3,326.78,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
348,3,QCC-8428,Quantum Comfort Camera,quantum-comfort-camera,The high-performance Quantum Comfort Camera designed for optimal durability and style.,156.95,118.23,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
349,3,QCT-1185,Quantum Classic Thermostat,quantum-classic-thermostat,The high-performance Quantum Classic Thermostat designed for optimal durability and style.,49.32,27.76,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
350,9,MSCM-3079,Matrix Smart Coffee Maker,matrix-smart-coffee-maker,The high-performance Matrix Smart Coffee Maker designed for optimal durability and style.,454.87,261.91,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
351,2,TCM-9582,Titan Comfort Monitor,titan-comfort-monitor,The high-performance Titan Comfort Monitor designed for optimal durability and style.,141.79,85.61,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
352,6,ELD-9185,Echo Lite Dress,echo-lite-dress,The high-performance Echo Lite Dress designed for optimal durability and style.,302.89,218.94,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
353,8,SWCT-9336,Summit Wireless Coffee Table,summit-wireless-coffee-table,The high-performance Summit Wireless Coffee Table designed for optimal durability and style.,48.74,28.18,discontinued,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
354,3,NCS-4678,Nexus Classic Switch,nexus-classic-switch,The high-performance Nexus Classic Switch designed for optimal durability and style.,87.23,57.84,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
355,2,SLN-9225,Sierra Lite Notebook,sierra-lite-notebook,The high-performance Sierra Lite Notebook designed for optimal durability and style.,1351.55,1019.01,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
356,2,VWDP-5625,Vortex Wireless Desktop PC,vortex-wireless-desktop-pc,The high-performance Vortex Wireless Desktop PC designed for optimal durability and style.,1550.45,1065.35,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
357,5,UPS-4974,Ultra Pro Sweater,ultra-pro-sweater,The high-performance Ultra Pro Sweater designed for optimal durability and style.,145.61,91.24,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
358,3,TPS-3466,Terra Portable Speaker,terra-portable-speaker,The high-performance Terra Portable Speaker designed for optimal durability and style.,11.53,7.66,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
359,10,TCB-1023,Terra Classic Backpack,terra-classic-backpack,The high-performance Terra Classic Backpack designed for optimal durability and style.,912.64,613.28,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
360,3,EPS-9061,Echo Premium Switch,echo-premium-switch,The high-performance Echo Premium Switch designed for optimal durability and style.,240.68,134.74,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
361,2,UPM-7102,Ultra Portable Mouse,ultra-portable-mouse,The high-performance Ultra Portable Mouse designed for optimal durability and style.,925.04,552.61,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
362,9,SCT-2020,Stellar Comfort Toaster,stellar-comfort-toaster,The high-performance Stellar Comfort Toaster designed for optimal durability and style.,272.29,152.79,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
363,5,NCH-6211,Nova Comfort Hoodie,nova-comfort-hoodie,The high-performance Nova Comfort Hoodie designed for optimal durability and style.,142.39,100.5,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
364,10,SWT-2731,Sierra Wireless Treadmill,sierra-wireless-treadmill,The high-performance Sierra Wireless Treadmill designed for optimal durability and style.,203.93,133.02,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
365,6,MWB-3582,Matrix Wireless Blouse,matrix-wireless-blouse,The high-performance Matrix Wireless Blouse designed for optimal durability and style.,285.54,196.64,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
366,3,SLT-2494,Stellar Lite Thermostat,stellar-lite-thermostat,The high-performance Stellar Lite Thermostat designed for optimal durability and style.,180.68,101.27,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
367,5,MST-7625,Matrix Smart T-Shirt,matrix-smart-t-shirt,The high-performance Matrix Smart T-Shirt designed for optimal durability and style.,258.13,163.58,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
368,2,NSN-1195,Nova Smart Notebook,nova-smart-notebook,The high-performance Nova Smart Notebook designed for optimal durability and style.,137.41,81.28,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
369,6,TAB-5240,Titan Active Blouse,titan-active-blouse,The high-performance Titan Active Blouse designed for optimal durability and style.,322.34,241.0,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
370,9,HST-6432,Horizon Smart Toaster,horizon-smart-toaster,The high-performance Horizon Smart Toaster designed for optimal durability and style.,91.07,51.42,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
371,6,SCJ-1483,Stellar Comfort Jeans,stellar-comfort-jeans,The high-performance Stellar Comfort Jeans designed for optimal durability and style.,143.21,94.63,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
372,5,MHJ-1567,Matrix Heavy-Duty Jeans,matrix-heavy-duty-jeans,The high-performance Matrix Heavy-Duty Jeans designed for optimal durability and style.,188.86,117.41,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
373,8,HCS-5583,Horizon Classic Sofa,horizon-classic-sofa,The high-performance Horizon Classic Sofa designed for optimal durability and style.,602.29,398.97,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
374,3,SPP-7266,Summit Portable Plug,summit-portable-plug,The high-performance Summit Portable Plug designed for optimal durability and style.,197.66,133.59,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
375,8,ELOC-5430,Echo Lite Office Chair,echo-lite-office-chair,The high-performance Echo Lite Office Chair designed for optimal durability and style.,306.63,210.1,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
376,10,MCBH-9674,Matrix Classic Bike Helmet,matrix-classic-bike-helmet,The high-performance Matrix Classic Bike Helmet designed for optimal durability and style.,434.06,272.65,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
377,3,SPL-9743,Summit Premium Lock,summit-premium-lock,The high-performance Summit Premium Lock designed for optimal durability and style.,205.91,117.09,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
378,3,SCLB-3846,Sierra Comfort Light Bulb,sierra-comfort-light-bulb,The high-performance Sierra Comfort Light Bulb designed for optimal durability and style.,52.26,32.74,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
379,8,ALB-3328,Apex Lite Bookshelf,apex-lite-bookshelf,The high-performance Apex Lite Bookshelf designed for optimal durability and style.,864.32,619.98,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
380,6,EPL-9035,Echo Pro Leggings,echo-pro-leggings,The high-performance Echo Pro Leggings designed for optimal durability and style.,27.72,20.87,draft,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
381,6,ALS-3137,Apex Lite Skirt,apex-lite-skirt,The high-performance Apex Lite Skirt designed for optimal durability and style.,129.15,93.0,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
382,2,AST-2817,Apex Smart Tablet,apex-smart-tablet,The high-performance Apex Smart Tablet designed for optimal durability and style.,1695.26,979.73,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
383,9,VET-6514,Vortex Ergonomic Toaster,vortex-ergonomic-toaster,The high-performance Vortex Ergonomic Toaster designed for optimal durability and style.,195.02,142.53,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
384,10,SHB-3854,Summit Heavy-Duty Backpack,summit-heavy-duty-backpack,The high-performance Summit Heavy-Duty Backpack designed for optimal durability and style.,850.96,538.25,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
385,5,UAJ-7199,Ultra Active Jeans,ultra-active-jeans,The high-performance Ultra Active Jeans designed for optimal durability and style.,100.37,61.04,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
386,9,SCJ-1530,Sierra Comfort Juicer,sierra-comfort-juicer,The high-performance Sierra Comfort Juicer designed for optimal durability and style.,125.61,86.09,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
387,9,SWAF-3304,Sierra Wireless Air Fryer,sierra-wireless-air-fryer,The high-performance Sierra Wireless Air Fryer designed for optimal durability and style.,212.08,158.4,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
388,9,THT-5345,Titan Heavy-Duty Toaster,titan-heavy-duty-toaster,The high-performance Titan Heavy-Duty Toaster designed for optimal durability and style.,141.62,86.01,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
389,9,ACAF-8179,Apex Classic Air Fryer,apex-classic-air-fryer,The high-performance Apex Classic Air Fryer designed for optimal durability and style.,444.9,249.31,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
390,6,TPYP-2661,Titan Portable Yoga Pants,titan-portable-yoga-pants,The high-performance Titan Portable Yoga Pants designed for optimal durability and style.,292.65,172.72,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
391,3,NHC-1547,Nexus Heavy-Duty Camera,nexus-heavy-duty-camera,The high-performance Nexus Heavy-Duty Camera designed for optimal durability and style.,80.78,55.35,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
392,3,VSC-9962,Vortex Smart Camera,vortex-smart-camera,The high-performance Vortex Smart Camera designed for optimal durability and style.,236.04,131.94,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
393,6,TCYP-3703,Terra Classic Yoga Pants,terra-classic-yoga-pants,The high-performance Terra Classic Yoga Pants designed for optimal durability and style.,218.45,143.99,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
394,3,VPL-5612,Vortex Portable Lock,vortex-portable-lock,The high-performance Vortex Portable Lock designed for optimal durability and style.,81.38,60.37,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
395,6,NCT-1062,Nexus Classic Trenchcoat,nexus-classic-trenchcoat,The high-performance Nexus Classic Trenchcoat designed for optimal durability and style.,158.25,109.34,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
396,3,QCS-3798,Quantum Classic Speaker,quantum-classic-speaker,The high-performance Quantum Classic Speaker designed for optimal durability and style.,163.17,91.23,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
